"SETTLEMENT_DATE","SETTLEMENT_PERIOD","ND","FORECAST_ACTUAL_INDICATOR","TSD","ENGLAND_WALES_DEMAND","EMBEDDED_WIND_GENERATION","EMBEDDED_WIND_CAPACITY","EMBEDDED_SOLAR_GENERATION","EMBEDDED_SOLAR_CAPACITY","NON_BM_STOR","PUMP_STORAGE_PUMPING","SCOTTISH_TRANSFER","IFA_FLOW","IFA2_FLOW","BRITNED_FLOW","MOYLE_FLOW","EAST_WEST_FLOW","NEMO_FLOW","NSL_FLOW","ELECLINK_FLOW","VIKING_FLOW","GREENLINK_FLOW"
"2025-04-01",1,22871,"A",23377,20754,1254,6606,0,18720,0,6,1026,1002,992,575,0,0,998,997,996,223,110
"2025-04-01",2,22694,"A",23200,20633,1272,6606,0,18720,0,6,1165,1002,992,575,0,0,998,997,996,214,2
"2025-04-01",3,22557,"A",23063,20514,1323,6606,0,18720,0,6,1271,1002,992,624,0,0,999,997,996,204,0
"2025-04-01",4,22649,"A",23155,20675,1373,6606,0,18720,0,6,1344,1002,992,626,0,0,999,997,996,201,0
"2025-04-01",5,22497,"A",23003,20558,1396,6606,0,18720,0,6,1342,1002,993,599,0,0,999,997,996,127,0
"2025-04-01",6,22059,"A",22565,20179,1419,6606,0,18720,0,6,1167,1002,992,598,0,0,999,997,996,120,0
"2025-04-01",7,21679,"A",22185,19809,1458,6606,0,18720,0,6,1281,1002,992,554,0,0,822,997,995,10,0
"2025-04-01",8,21382,"A",21896,19508,1497,6606,0,18720,0,6,1289,1002,992,551,0,0,816,997,996,-8,0
"2025-04-01",9,21019,"A",21912,19158,1533,6606,0,18720,0,6,1532,1002,992,203,39,0,644,997,996,-387,86
"2025-04-01",10,21056,"A",21994,19183,1568,6606,0,18720,0,6,1551,1003,992,187,0,0,619,997,996,-432,125
"2025-04-01",11,21652,"A",24021,19749,1647,6606,0,18720,0,6,1736,1003,992,-620,0,0,-187,997,995,-1056,282
"2025-04-01",12,22753,"A",25336,20741,1726,6606,0,18720,0,6,1699,1003,986,-750,0,0,-241,997,993,-1086,300
"2025-04-01",13,24906,"A",27792,22694,1791,6606,0,18720,0,6,2230,999,761,-1015,8,0,-741,997,931,-624,300
"2025-04-01",14,26729,"A",29533,24375,1855,6606,11,18720,0,6,2201,995,744,-1003,0,0,-756,997,928,-539,300
"2025-04-01",15,28981,"A",30046,26393,1842,6606,346,18720,0,6,2105,576,701,-292,-68,0,-156,997,966,595,-43
"2025-04-01",16,29863,"A",30978,27136,1829,6606,1276,18720,0,6,1999,553,705,-246,-128,0,-90,997,969,696,-145
"2025-04-01",17,30923,"A",31991,28057,1755,6606,2468,18720,0,7,1552,974,974,793,-211,0,926,997,994,645,-350
"2025-04-01",18,30006,"A",31007,27200,1680,6606,3810,18720,0,7,1139,1002,992,1002,-144,0,999,997,995,650,-350
"2025-04-01",19,28834,"A",29764,26072,1684,6606,5402,18720,0,7,1270,1002,992,1003,-73,0,1018,997,996,965,-350
"2025-04-01",20,27117,"A",28119,24374,1687,6606,7082,18720,0,7,1377,1002,992,1003,-7,0,1019,997,996,987,-488
"2025-04-01",21,25021,"A",25880,22443,1807,6606,8486,18720,0,7,1630,1002,992,1003,-16,0,1019,997,995,987,-336
"2025-04-01",22,23257,"A",24045,20846,1926,6606,9746,18720,0,7,1921,1002,992,1002,-68,0,1019,997,996,987,-213
"2025-04-01",23,21869,"A",22469,19573,2105,6606,10799,18720,0,6,2162,1002,993,1003,-36,56,1019,997,996,987,-58
"2025-04-01",24,20888,"A",21414,18669,2283,6606,11630,18720,0,6,2531,1000,992,1003,60,11,1019,997,994,987,-20
"2025-04-01",25,20312,"A",20896,18141,2438,6606,12206,18720,0,64,2657,909,983,1003,138,0,1019,997,922,987,-20
"2025-04-01",26,19765,"A",20330,17732,2593,6606,12509,18720,0,65,2119,896,975,1002,88,0,1019,997,911,987,203
"2025-04-01",27,19448,"A",20013,17458,2789,6606,12569,18720,0,65,2356,463,710,1002,1,0,1019,997,696,987,300
"2025-04-01",28,18989,"A",19554,17039,2985,6606,12419,18720,0,65,2324,432,686,1003,0,0,1019,997,684,985,300
"2025-04-01",29,18490,"A",19055,16606,3018,6606,11961,18720,0,65,1948,366,493,1003,0,0,1000,997,755,892,300
"2025-04-01",30,18354,"A",18919,16497,3050,6606,11322,18720,0,65,1692,369,491,1003,0,0,999,997,763,795,300
"2025-04-01",31,18494,"A",19614,16660,3050,6606,10478,18720,0,65,1444,841,891,1003,0,0,999,997,874,-555,300
"2025-04-01",32,19354,"A",20618,17488,3049,6606,9430,18720,0,65,1818,874,917,1002,0,0,999,997,885,-699,300
"2025-04-01",33,20991,"A",21938,19035,3009,6606,8174,18720,0,65,2145,809,907,1003,0,0,999,997,989,-382,300
"2025-04-01",34,23140,"A",24016,21058,2968,6606,6814,18720,0,10,2864,808,909,1003,42,0,999,997,996,-366,300
"2025-04-01",35,24957,"A",26033,22756,2852,6606,5388,18720,0,7,3153,988,987,964,169,0,999,997,996,-569,300
"2025-04-01",36,26867,"A",27946,24576,2736,6606,3955,18720,0,7,3326,1002,992,961,82,0,999,997,996,-572,300
"2025-04-01",37,28421,"A",29112,26114,2724,6606,2563,18720,0,7,3297,1002,993,921,0,0,878,997,996,-184,300
"2025-04-01",38,29930,"A",30571,27657,2712,6606,1162,18720,0,7,3524,1002,992,919,33,0,873,997,996,-134,300
"2025-04-01",39,31153,"A",31696,28873,2854,6606,217,18720,0,7,3343,1002,992,935,-36,0,995,997,996,697,300
"2025-04-01",40,31434,"A",32115,29112,2995,6606,1,18720,0,7,3459,1003,993,935,37,0,999,997,997,761,-174
"2025-04-01",41,31889,"A",32696,29489,3062,6606,0,18720,0,7,3459,1002,993,1000,-13,0,999,997,997,970,-287
"2025-04-01",42,31139,"A",32062,28791,3128,6606,0,18720,0,7,3564,999,993,1003,-16,0,999,997,997,975,-400
"2025-04-01",43,29772,"A",30679,27550,3182,6606,0,18720,0,7,3720,819,992,933,0,0,935,997,996,590,-400
"2025-04-01",44,28492,"A",29356,26383,3236,6606,0,18720,0,7,3646,803,991,921,0,0,933,997,996,550,-357
"2025-04-01",45,26599,"A",27305,24634,3209,6606,0,18720,0,6,3589,678,930,620,0,0,791,997,997,132,-200
"2025-04-01",46,25505,"A",26397,23602,3181,6606,0,18720,0,6,3506,671,923,619,-24,0,786,997,993,66,-362
"2025-04-01",47,23718,"A",25697,21994,3112,6606,0,18720,0,64,3497,742,821,604,-12,0,557,996,856,-915,-488
"2025-04-01",48,22866,"A",24880,21173,3043,6606,0,18720,0,65,3206,747,812,564,0,0,548,997,842,-994,-455
"2025-04-02",1,21959,"A",24101,20355,3013,6606,0,18720,0,64,3188,719,713,-193,0,0,298,997,645,-1071,-314
"2025-04-02",2,21744,"A",23836,20129,2982,6606,0,18720,0,65,3168,716,706,-211,0,0,288,997,641,-1077,-239
"2025-04-02",3,21680,"A",23840,20059,2896,6606,0,18720,0,64,3144,639,725,-249,0,0,276,997,927,-1090,-257
"2025-04-02",4,21874,"A",24038,20283,2810,6606,0,18720,0,64,3237,635,730,-250,0,0,275,997,941,-1091,-259
"2025-04-02",5,22040,"A",23989,20427,2725,6606,0,18720,0,65,3110,716,864,-107,0,0,475,997,764,-1095,-182
"2025-04-02",6,21452,"A",23477,19852,2639,6606,0,18720,0,64,3059,721,872,-105,0,0,482,997,753,-1094,-262
"2025-04-02",7,20820,"A",23075,19224,2546,6606,0,18720,0,64,3135,638,818,-344,0,0,450,997,717,-1051,-296
"2025-04-02",8,20777,"A",23063,19085,2452,6606,0,18720,0,64,3135,632,812,-355,0,0,448,997,707,-1048,-319
"2025-04-02",9,20545,"A",22562,18799,2369,6606,0,18720,0,64,2744,700,709,338,0,0,469,997,444,-1048,-405
"2025-04-02",10,20480,"A",22570,18694,2286,6606,0,18720,0,64,2537,705,701,377,0,0,470,997,436,-1047,-479
"2025-04-02",11,21249,"A",23225,19393,2241,6606,0,18720,0,58,2638,814,691,132,0,0,697,997,776,-1044,-374
"2025-04-02",12,22374,"A",24263,20455,2195,6606,0,18720,0,6,2494,824,699,122,0,0,705,997,803,-1039,-344
"2025-04-02",13,24569,"A",26386,22369,2182,6606,0,18720,0,6,2537,990,974,104,-42,0,402,997,984,-854,-415
"2025-04-02",14,26173,"A",27832,23792,2168,6606,27,18720,0,6,2265,1003,992,121,-115,0,397,997,996,-737,-301
"2025-04-02",15,28796,"A",29969,26155,2082,6606,543,18720,0,6,1741,1003,992,948,-267,0,971,997,996,771,-400
"2025-04-02",16,29399,"A",30831,26614,1996,6606,1710,18720,0,6,1693,1003,992,1003,-413,-3,999,997,996,939,-510
"2025-04-02",17,29691,"A",31251,26791,1859,6606,3067,18720,0,6,1442,1002,992,1002,-451,-87,999,997,996,985,-516
"2025-04-02",18,28638,"A",30161,25671,1722,6606,4467,18720,0,6,950,1002,993,1003,-451,-50,1000,997,996,989,-516
"2025-04-02",19,27378,"A",28940,24442,1837,6606,5927,18720,0,6,777,1002,992,1002,-451,-89,1018,997,996,989,-516
"2025-04-02",20,25784,"A",27316,22924,1951,6606,7318,18720,0,6,681,1002,992,1002,-451,-59,1019,997,997,975,-516
"2025-04-02",21,23942,"A",25606,21274,2214,6606,8638,18720,0,6,512,1002,992,1003,-451,-193,1019,997,995,442,-514
"2025-04-02",22,22411,"A",24011,19864,2477,6606,9834,18720,0,6,272,1001,992,874,-451,-128,1019,997,995,385,-515
"2025-04-02",23,20743,"A",23093,18264,2645,6606,10827,18720,0,64,720,942,993,-366,-451,-113,1019,997,995,-341,-515
"2025-04-02",24,20242,"A",22821,17872,2812,6606,11610,18720,0,64,1003,938,993,-398,-451,-264,1019,997,995,-394,-508
"2025-04-02",25,20212,"A",22573,17800,2902,6606,12160,18720,0,65,1328,998,992,493,-406,-415,1019,997,995,-545,-430
"2025-04-02",26,19852,"A",22225,17494,2991,6606,12437,18720,0,65,1441,996,982,596,-351,-430,1019,967,971,-521,-506
"2025-04-02",27,19227,"A",21005,16969,3039,6606,12420,18720,0,65,1410,566,602,1002,-351,-347,1019,596,81,391,-515
"2025-04-02",28,18692,"A",20469,16516,3087,6606,12273,18720,0,65,861,535,569,1002,-351,-346,1019,520,14,470,-515
"2025-04-02",29,18379,"A",20499,16247,3127,6606,11838,18720,0,65,605,399,301,1004,-351,-347,1000,146,-342,680,-515
"2025-04-02",30,18422,"A",20571,16292,3167,6606,11199,18720,0,65,666,386,290,1003,-352,-347,999,129,-370,679,-515
"2025-04-02",31,18644,"A",20978,16555,3167,6606,10322,18720,0,65,1171,17,552,1003,-352,-346,999,502,-556,93,-515
"2025-04-02",32,19485,"A",21797,17345,3166,6606,9208,18720,0,64,1350,-1,580,1003,-397,-347,999,578,-488,36,-515
"2025-04-02",33,21433,"A",23903,19235,3107,6606,7836,18720,0,64,1073,704,919,1003,-452,-411,999,951,871,-528,-515
"2025-04-02",34,23067,"A",25587,20783,3047,6606,6604,18720,0,64,1344,770,944,1003,-452,-461,999,997,997,-528,-515
"2025-04-02",35,25216,"A",27122,22796,2867,6606,5155,18720,0,65,1246,988,989,1003,-452,-374,999,997,996,518,-515
"2025-04-02",36,26962,"A",28847,24484,2686,6606,3760,18720,0,34,1187,1000,988,1003,-452,-384,999,998,996,608,-515
"2025-04-02",37,28527,"A",30364,26058,2552,6606,2433,18720,0,6,1490,841,831,1003,-452,-364,999,997,944,918,-515
"2025-04-02",38,29414,"A",31274,26936,2418,6606,1172,18720,0,6,1653,833,825,1003,-452,-387,999,997,941,940,-515
"2025-04-02",39,30321,"A",32111,27742,2510,6606,250,18720,0,6,1837,991,982,1002,-452,-317,982,997,993,983,-515
"2025-04-02",40,30875,"A",32736,28267,2601,6606,2,18720,0,6,1924,1002,993,1002,-452,-388,981,997,997,986,-515
"2025-04-02",41,31274,"A",33181,28608,2578,6606,0,18720,0,6,1995,933,993,1002,-452,-434,993,997,997,991,-515
"2025-04-02",42,30634,"A",32537,27909,2555,6606,0,18720,0,6,2022,926,991,1003,-452,-430,993,997,995,991,-515
"2025-04-02",43,29379,"A",31361,26826,2571,6606,0,18720,0,6,1750,801,931,1002,-452,-509,999,997,946,991,-515
"2025-04-02",44,28183,"A",30057,25774,2587,6606,0,18720,0,6,1700,792,927,1003,-452,-401,999,997,943,991,-515
"2025-04-02",45,27012,"A",28726,24719,2572,6606,0,18720,0,6,1090,717,930,1003,-443,-250,872,997,994,991,-515
"2025-04-02",46,25405,"A",26986,23230,2557,6606,0,18720,0,6,571,708,924,1002,-451,-109,867,997,992,977,-515
"2025-04-02",47,23822,"A",25400,21876,2515,6606,0,18720,0,6,816,540,704,697,-452,-105,854,997,813,445,-515
"2025-04-02",48,22948,"A",24678,21091,2473,6606,0,18720,0,6,822,531,692,685,-452,-257,853,997,807,411,-515
"2025-04-03",1,22602,"A",24482,20736,2423,6606,0,18720,0,6,476,937,810,762,-451,-408,843,997,985,531,-515
"2025-04-03",2,22436,"A",24379,20528,2372,6606,0,18720,0,6,358,964,823,763,-452,-470,842,997,997,532,-515
"2025-04-03",3,22200,"A",24180,20353,2347,6606,0,18720,0,12,228,1001,982,895,-451,-502,873,997,996,229,-515
"2025-04-03",4,22395,"A",24337,20597,2322,6606,0,18720,0,65,-91,1003,992,901,-452,-410,874,997,996,218,-515
"2025-04-03",5,22393,"A",24420,20614,2301,6606,0,18720,0,65,-262,1002,992,707,-452,-495,728,997,997,597,-515
"2025-04-03",6,21830,"A",23814,20047,2279,6606,0,18720,0,65,-437,1002,992,700,-451,-453,722,997,997,589,-515
"2025-04-03",7,21081,"A",23486,19343,2255,6606,0,18720,0,64,-232,1003,992,645,-451,-510,571,997,996,-365,-515
"2025-04-03",8,20935,"A",23388,19177,2231,6606,0,18720,0,65,-180,1003,992,643,-452,-475,565,997,996,-446,-515
"2025-04-03",9,20456,"A",23135,18749,2192,6606,0,18720,0,64,-131,1003,992,494,-451,-407,433,997,996,-742,-515
"2025-04-03",10,20409,"A",22942,18695,2153,6606,0,18720,0,65,-310,1003,992,465,-434,-267,428,997,996,-771,-496
"2025-04-03",11,20744,"A",23671,19002,2165,6606,0,18720,0,35,4,1003,992,-534,-304,-115,512,997,996,-1074,-365
"2025-04-03",12,21815,"A",24580,19989,2176,6606,0,18720,0,6,140,1003,992,-626,-161,-57,504,997,996,-1096,-319
"2025-04-03",13,23710,"A",26468,21749,2202,6606,0,18720,0,6,1044,1003,992,-792,-36,-1,-161,997,996,-1083,-179
"2025-04-03",14,24976,"A",27668,22936,2228,6606,35,18720,0,6,1193,998,988,-718,-138,-16,-180,997,987,-929,-205
"2025-04-03",15,27783,"A",29062,25536,2159,6606,558,18720,0,6,887,669,824,731,-289,-127,590,997,660,725,-357
"2025-04-03",16,28557,"A",30028,26143,2090,6606,1576,18720,0,6,668,650,817,906,-427,-48,635,997,649,951,-490
"2025-04-03",17,28805,"A",30330,26255,1971,6606,2787,18720,0,6,302,979,981,1034,-451,-59,984,997,976,984,-509
"2025-04-03",18,27960,"A",29373,25378,1852,6606,4080,18720,0,6,123,1003,992,1035,-395,-3,999,997,997,986,-509
"2025-04-03",19,26962,"A",28396,24388,1884,6606,5353,18720,0,6,-272,1003,992,1037,-428,0,1018,997,998,986,-500
"2025-04-03",20,25890,"A",27179,23355,1915,6606,6567,18720,0,6,151,1003,992,1034,-330,-34,1019,997,997,986,-419
"2025-04-03",21,24197,"A",25806,21772,2019,6606,7978,18720,0,6,142,1003,992,1034,-423,-180,1019,997,997,986,-500
"2025-04-03",22,22863,"A",24627,20544,2122,6606,9122,18720,0,6,582,995,983,1035,-452,-297,1019,968,984,986,-509
"2025-04-03",23,21530,"A",23320,19316,2313,6606,10118,18720,0,6,963,535,646,1036,-452,-323,1019,596,528,986,-509
"2025-04-03",24,21178,"A",22968,19075,2504,6606,10687,18720,0,6,1201,503,629,1035,-452,-323,1019,520,497,986,-509
"2025-04-03",25,20641,"A",22397,18621,2666,6606,11033,18720,0,6,1240,629,833,1036,-452,-289,1019,146,439,986,-509
"2025-04-03",26,20029,"A",21643,18083,2828,6606,11522,18720,0,6,1359,636,839,1035,-451,-148,1019,69,430,986,-509
"2025-04-03",27,19511,"A",21301,17619,2953,6606,11633,18720,0,7,1410,440,572,1035,-425,-40,1019,-309,262,986,-509
"2025-04-03",28,19210,"A",21058,17393,3078,6606,11155,18720,0,64,1504,425,553,1035,-301,-124,1019,-355,254,986,-504
"2025-04-03",29,19608,"A",21388,17819,3104,6606,10190,18720,0,64,1545,135,545,1029,-328,-23,1000,-356,355,986,-509
"2025-04-03",30,20074,"A",21749,18258,3129,6606,9286,18720,0,64,1714,129,556,1023,-276,0,994,-326,378,971,-509
"2025-04-03",31,20836,"A",22141,18989,3090,6606,8415,18720,0,63,1855,846,965,366,-233,0,459,52,959,399,-509
"2025-04-03",32,21696,"A",22859,19898,3051,6606,7189,18720,0,6,2800,905,992,329,-220,0,435,129,997,370,-437
"2025-04-03",33,23482,"A",24454,21637,2978,6606,5876,18720,0,6,2924,996,992,429,-167,-13,550,502,997,828,-286
"2025-04-03",34,25373,"A",26149,23431,2905,6606,4414,18720,0,6,3310,1003,992,415,-27,-110,528,578,997,790,-133
"2025-04-03",35,26463,"A",27846,24468,2743,6606,3300,18720,0,6,3353,1004,992,3,56,-21,-385,950,996,-471,13
"2025-04-03",36,28385,"A",29940,26295,2580,6606,2251,18720,0,6,2783,1000,991,0,11,0,-445,997,996,-604,109
"2025-04-03",37,29588,"A",31483,27491,2503,6606,1402,18720,0,6,2929,706,923,-441,37,0,-174,997,997,-774,49
"2025-04-03",38,30002,"A",31999,27920,2425,6606,656,18720,0,6,2921,689,920,-501,0,0,-164,997,997,-785,-41
"2025-04-03",39,31121,"A",33090,28939,2527,6606,155,18720,0,6,2949,983,986,-401,0,0,-129,997,996,-749,-184
"2025-04-03",40,31497,"A",33483,29163,2629,6606,2,18720,0,6,3079,1004,991,-382,0,0,-128,997,996,-735,-235
"2025-04-03",41,31388,"A",32610,29027,2571,6606,0,18720,0,6,2960,1004,992,-3,-14,0,90,997,996,-322,-377
"2025-04-03",42,30852,"A",32064,28445,2512,6606,0,18720,0,6,2842,1002,991,0,-20,0,99,997,996,-289,-397
"2025-04-03",43,29403,"A",30546,27108,2415,6606,0,18720,0,6,2784,774,923,342,-146,-4,-61,997,997,-52,-374
"2025-04-03",44,28062,"A",29142,25883,2318,6606,0,18720,0,6,3095,761,920,380,-189,-56,-66,997,997,-31,-232
"2025-04-03",45,26906,"A",27588,24900,2309,6606,0,18720,0,6,3136,921,988,605,-45,11,-51,997,997,178,-80
"2025-04-03",46,25463,"A",26017,23563,2299,6606,0,18720,0,6,3012,933,992,613,68,0,-48,997,997,189,35
"2025-04-03",47,24168,"A",24674,22417,2249,6606,0,18720,0,6,3229,999,992,344,172,0,404,997,996,52,146
"2025-04-03",48,23252,"A",23758,21640,2198,6606,0,18720,0,6,3194,1003,992,325,146,0,424,997,996,37,295
"2025-04-04",1,22436,"A",23012,20820,2099,6606,0,18720,0,6,3132,1003,992,2,89,0,402,997,997,-70,389
"2025-04-04",2,22164,"A",22750,20521,1999,6606,0,18720,0,6,3123,1004,992,0,221,0,402,997,997,-80,400
"2025-04-04",3,22049,"A",22665,20500,1981,6606,0,18720,0,6,3126,1003,992,0,229,0,626,997,996,-110,400
"2025-04-04",4,21784,"A",22394,20385,1963,6606,0,18720,0,6,3168,1003,992,0,357,0,634,997,996,-104,400
"2025-04-04",5,21868,"A",22375,20414,1927,6606,0,18720,0,7,2996,1004,992,492,340,0,486,997,996,234,400
"2025-04-04",6,21578,"A",22085,20161,1891,6606,0,18720,0,7,2909,1004,992,566,248,0,480,997,997,246,400
"2025-04-04",7,21255,"A",21974,19879,1861,6606,0,18720,0,6,3240,1004,992,254,367,0,389,997,996,-213,400
"2025-04-04",8,21025,"A",21789,19653,1831,6606,0,18720,0,6,3144,1004,992,238,400,3,385,997,996,-258,400
"2025-04-04",9,20467,"A",22213,19089,1833,6606,0,18720,0,6,3071,1004,992,-499,400,83,49,997,995,-741,400
"2025-04-04",10,20542,"A",22436,19109,1834,6606,0,18720,0,6,2786,1002,992,-606,384,36,6,997,996,-782,400
"2025-04-04",11,20836,"A",24405,19330,1883,6606,0,18720,0,6,2598,909,991,-1032,259,0,-956,997,997,-1075,379
"2025-04-04",12,21526,"A",25183,19971,1931,6606,0,18720,0,7,2881,904,991,-1033,208,60,-1022,997,996,-1095,299
"2025-04-04",13,23508,"A",27166,21813,1988,6606,0,18720,0,7,3229,997,992,-1033,173,205,-1023,997,995,-1095,155
"2025-04-04",14,25058,"A",28469,23291,2044,6606,67,18720,0,6,3186,1004,992,-895,33,152,-952,997,996,-1058,22
"2025-04-04",15,28377,"A",29094,26321,1968,6606,593,18720,0,6,2996,1004,992,399,-68,19,370,997,996,-76,-67
"2025-04-04",16,29316,"A",30322,27078,1891,6606,1350,18720,0,6,2953,1004,992,458,-220,-63,493,997,997,71,-217
"2025-04-04",17,29920,"A",31378,27538,1847,6606,2096,18720,0,7,2619,1004,992,1008,-369,-215,786,997,997,1299,-367
"2025-04-04",18,29260,"A",31065,26909,1803,6606,3205,18720,0,7,2428,1004,992,1036,-450,-351,798,997,995,1421,-497
"2025-04-04",19,28231,"A",30137,25956,1844,6606,4435,18720,0,7,2529,1004,992,1015,-450,-435,697,997,896,1421,-514
"2025-04-04",20,27037,"A",29037,24758,1885,6606,5228,18720,0,7,2566,1004,992,1014,-450,-529,693,997,892,1418,-514
"2025-04-04",21,26005,"A",28007,23782,2013,6606,6289,18720,0,7,2544,1003,992,890,-450,-531,847,997,991,1278,-514
"2025-04-04",22,24443,"A",26445,22299,2141,6606,7128,18720,0,7,2730,1003,992,883,-450,-531,852,997,997,1261,-514
"2025-04-04",23,23163,"A",25164,21055,2294,6606,8035,18720,0,7,2588,1003,992,1034,-450,-530,845,997,997,1007,-514
"2025-04-04",24,22451,"A",24452,20345,2447,6606,8966,18720,0,7,2419,1003,992,1036,-450,-530,844,967,996,988,-514
"2025-04-04",25,21828,"A",23761,19778,2566,6606,9910,18720,0,6,2473,1003,992,1035,-382,-531,546,596,996,988,-514
"2025-04-04",26,21107,"A",22959,19117,2684,6606,10021,18720,0,6,2201,1001,992,1035,-301,-530,534,520,995,988,-515
"2025-04-04",27,20288,"A",22193,18310,2787,6606,10222,18720,0,62,2007,866,992,1035,-300,-528,620,146,951,988,-515
"2025-04-04",28,19851,"A",21744,17934,2890,6606,10642,18720,0,65,1555,856,990,1035,-300,-513,623,69,947,988,-515
"2025-04-04",29,19382,"A",21457,17502,2975,6606,10199,18720,0,65,1061,820,905,1035,-300,-386,481,-309,947,988,-515
"2025-04-04",30,19161,"A",21166,17269,3060,6606,9898,18720,0,65,890,821,902,1015,-300,-298,477,-327,949,897,-515
"2025-04-04",31,18942,"A",21105,17045,3097,6606,9209,18720,0,65,1384,990,986,173,-300,-297,292,52,993,-486,-515
"2025-04-04",32,19566,"A",21879,17689,3133,6606,8277,18720,0,65,1682,1003,992,116,-300,-297,286,129,996,-636,-515
"2025-04-04",33,20831,"A",23058,18911,3147,6606,7137,18720,0,65,1963,1003,992,-120,-300,-298,263,502,995,-430,-514
"2025-04-04",34,22284,"A",24519,20273,3160,6606,5820,18720,0,65,2469,1001,992,-156,-300,-299,259,578,996,-401,-514
"2025-04-04",35,23617,"A",25819,21505,3159,6606,4389,18720,0,10,2570,861,991,-371,-300,-299,-208,951,996,94,-514
"2025-04-04",36,25061,"A",27291,22916,3158,6606,3132,18720,0,6,2699,853,991,-383,-300,-300,-227,997,996,106,-514
"2025-04-04",37,26132,"A",29085,23972,3138,6606,2077,18720,0,6,3066,993,992,-702,-300,-211,149,997,996,-720,-514
"2025-04-04",38,27348,"A",30219,25157,3117,6606,1017,18720,0,6,3040,1003,992,-704,-300,-78,165,997,996,-769,-514
"2025-04-04",39,28454,"A",30894,26172,3171,6606,242,18720,0,6,3201,1003,992,-515,-300,-127,180,997,996,-478,-514
"2025-04-04",40,29293,"A",31559,27008,3225,6606,6,18720,0,6,3261,1003,993,-476,-300,-25,193,997,996,-445,-514
"2025-04-04",41,29863,"A",31219,27537,3202,6606,0,18720,0,6,3035,995,993,352,-300,-36,881,997,996,43,-514
"2025-04-04",42,29170,"A",30490,26901,3178,6606,0,18720,0,6,2908,995,993,395,-300,0,918,997,996,72,-514
"2025-04-04",43,28009,"A",29457,25823,3145,6606,0,18720,0,6,3065,984,991,256,-300,-14,883,997,996,-114,-514
"2025-04-04",44,26743,"A",28257,24630,3111,6606,0,18720,0,6,3044,983,991,251,-262,-108,878,997,996,-135,-503
"2025-04-04",45,25173,"A",26587,23185,3085,6606,0,18720,0,6,3167,992,988,175,-117,-20,395,997,996,-363,-408
"2025-04-04",46,24000,"A",25380,22157,3059,6606,0,18720,0,6,3006,993,988,171,-16,0,370,997,996,-364,-494
"2025-04-04",47,22632,"A",24394,20867,2997,6606,0,18720,0,10,2700,1002,992,-507,-67,-57,-107,997,995,174,-514
"2025-04-04",48,21986,"A",24026,20267,2935,6606,0,18720,0,65,2476,1003,992,-593,-218,-21,-129,997,995,199,-514
"2025-04-05",1,20967,"A",23585,19302,2906,6606,0,18720,0,65,2425,1003,992,-801,-187,0,-287,997,995,-264,-514
"2025-04-05",2,20834,"A",23329,19128,2876,6606,0,18720,0,65,2308,1003,992,-801,-41,30,-294,997,995,-299,-495
"2025-04-05",3,20449,"A",23287,18787,2843,6606,0,18720,0,65,2317,1003,992,-830,-26,165,-561,997,996,-364,-492
"2025-04-05",4,20615,"A",23327,19027,2809,6606,0,18720,0,65,2350,1003,992,-832,0,203,-571,997,995,-370,-374
"2025-04-05",5,20197,"A",23378,18675,2840,6606,0,18720,0,65,2611,1003,992,-1031,0,203,-723,997,996,-420,-442
"2025-04-05",6,19834,"A",22991,18383,2871,6606,0,18720,0,65,2749,1003,992,-1033,0,203,-728,997,995,-427,-404
"2025-04-05",7,19268,"A",22409,17782,2878,6606,0,18720,0,65,2312,1003,992,-1021,0,203,-609,997,995,-557,-389
"2025-04-05",8,19100,"A",22220,17610,2884,6606,0,18720,0,12,1799,1003,992,-1020,0,203,-605,997,996,-570,-413
"2025-04-05",9,18685,"A",21981,17205,2854,6606,0,18720,0,6,1816,1003,992,-1033,-11,203,-637,997,996,-750,-359
"2025-04-05",10,18718,"A",22025,17219,2824,6606,0,18720,0,6,1815,1003,992,-1034,-97,203,-638,997,995,-766,-266
"2025-04-05",11,18922,"A",22169,17448,2855,6606,0,18720,0,6,1846,1003,992,-1009,-12,203,-677,997,995,-899,-144
"2025-04-05",12,19225,"A",22558,17732,2886,6606,0,18720,0,6,2035,1003,992,-1008,0,203,-679,997,996,-896,-244
"2025-04-05",13,20220,"A",22954,18675,2865,6606,0,18720,0,6,2261,1003,992,-1004,0,203,-487,997,996,-463,-274
"2025-04-05",14,20597,"A",23151,19074,2843,6606,37,18720,0,6,2393,1003,993,-875,-21,203,-431,997,996,-417,-304
"2025-04-05",15,22151,"A",23258,20424,2821,6606,449,18720,0,6,1988,1003,992,558,-147,203,721,997,997,139,-454
"2025-04-05",16,22727,"A",23900,20914,2798,6606,1324,18720,0,7,2048,1002,992,658,-157,203,814,997,997,194,-509
"2025-04-05",17,22964,"A",24268,21055,2801,6606,2553,18720,0,7,1835,797,984,966,-295,203,909,997,997,842,-502
"2025-04-05",18,22722,"A",24173,20652,2803,6606,4081,18720,0,7,1302,784,984,998,-430,203,912,987,997,888,-514
"2025-04-05",19,21961,"A",23410,19795,2764,6606,5591,18720,0,6,674,989,992,1034,-429,198,1015,860,996,982,-514
"2025-04-05",20,20655,"A",22135,18481,2724,6606,7065,18720,0,15,170,1000,988,1035,-451,87,1019,814,994,989,-514
