"SETTLEMENT_DATE","SETTLEMENT_PERIOD","ND","FORECAST_ACTUAL_INDICATOR","TSD","ENGLAND_WALES_DEMAND","EMBEDDED_WIND_GENERATION","EMBEDDED_WIND_CAPACITY","EMBEDDED_SOLAR_GENERATION","EMBEDDED_SOLAR_CAPACITY","NON_BM_STOR","PUMP_STORAGE_PUMPING","SCOTTISH_TRANSFER","IFA_FLOW","IFA2_FLOW","BRITNED_FLOW","MOYLE_FLOW","EAST_WEST_FLOW","NEMO_FLOW","NSL_FLOW","ELECLINK_FLOW","VIKING_FLOW","GREENLINK_FLOW"
"2025-04-29",16,26325,"A",27796,23551,477,6606,3128,18720,0,5,-289,1506,-1,1028,-451,0,999,1397,997,986,-514
"2025-04-29",17,26074,"A",27546,23186,436,6606,4375,18720,0,5,-539,1506,-1,1027,-452,0,999,1397,998,987,-514
"2025-04-29",18,25004,"A",26475,22147,394,6606,5598,18720,0,5,-789,1499,-1,1028,-451,0,999,1397,998,987,-514
"2025-04-29",19,24228,"A",25699,21396,396,6606,6950,18720,0,5,-721,1041,-1,1028,-451,0,1018,1397,998,987,-514
"2025-04-29",20,23208,"A",24680,20405,397,6606,8308,18720,0,5,-759,1006,-1,1028,-452,0,1019,1397,998,987,-514
"2025-04-29",21,21639,"A",23111,18933,451,6606,9537,18720,0,5,-792,1006,-1,1027,-452,0,1019,1397,998,987,-514
"2025-04-29",22,20638,"A",22110,17996,505,6606,10527,18720,0,5,-675,1007,-1,1027,-452,0,1019,1397,998,987,-514
"2025-04-29",23,20166,"A",21638,17582,530,6606,11465,18720,0,5,-573,1006,-1,1029,-452,0,1019,1397,998,987,-514
"2025-04-29",24,19740,"A",21212,17198,554,6606,12138,18720,0,5,-785,1005,-1,1028,-452,0,1019,1397,997,987,-514
"2025-04-29",25,19392,"A",20864,16867,584,6606,12587,18720,0,5,-914,1007,-1,1028,-452,0,1019,1397,998,988,-514
"2025-04-29",26,19035,"A",20507,16556,613,6606,12744,18720,0,5,-719,1004,-1,1027,-452,0,1019,1397,998,988,-514
"2025-04-29",27,18767,"A",20239,16324,636,6606,12911,18720,0,5,-273,1005,-1,1028,-452,0,1019,1397,997,990,-514
"2025-04-29",28,18501,"A",19973,16123,659,6606,12697,18720,0,5,-374,1020,-1,1028,-452,0,1004,1397,998,990,-514
"2025-04-29",29,18551,"A",20023,16181,723,6606,12260,18720,0,5,-383,1932,-1,1027,-452,0,257,1397,996,990,-514
"2025-04-29",30,18883,"A",20355,16485,787,6606,11681,18720,0,5,-279,2008,-1,1028,-452,0,214,1398,997,990,-514
"2025-04-29",31,19397,"A",20869,17027,781,6606,10828,18720,0,5,-187,2008,-1,1027,-452,0,214,1398,997,990,-514
"2025-04-29",32,20283,"A",21755,17874,774,6606,9789,18720,0,5,34,2007,-1,1027,-452,0,214,1398,997,990,-514
"2025-04-29",33,21428,"A",22899,19010,747,6606,8539,18720,0,4,-160,1890,-1,1027,-452,0,214,1398,997,990,-514
"2025-04-29",34,22991,"A",24462,20507,719,6606,7266,18720,0,4,-377,1007,-1,1015,-452,0,215,1398,998,953,-514
"2025-04-29",35,24225,"A",25762,21602,655,6606,5973,18720,0,5,-283,1007,-1,295,-452,0,132,1398,997,-65,-514
"2025-04-29",36,26162,"A",27803,23419,590,6606,4612,18720,0,5,-207,1028,-1,248,-452,0,128,1398,998,-169,-514
"2025-04-29",37,27459,"A",30488,24809,581,6606,3305,18720,0,5,181,1505,-1,-434,-452,0,-114,1398,998,-1009,-514
"2025-04-29",38,28320,"A",31491,25648,572,6606,2165,18720,0,5,59,1509,-1,-499,-452,0,-133,1398,998,-1067,-514
"2025-04-29",39,28846,"A",33188,26200,629,6606,1199,18720,0,4,440,1511,-1,-1006,-452,0,-775,1399,999,-1090,-514
"2025-04-29",40,29699,"A",34097,26930,686,6606,432,18720,0,4,431,1510,-1,-1032,-452,0,-804,1398,999,-1091,-514
"2025-04-29",41,29749,"A",33150,26876,708,6606,36,18720,0,5,32,1510,-1,-613,-452,0,-289,1399,999,-1027,-514
"2025-04-29",42,29385,"A",32673,26547,729,6606,0,18720,0,5,31,1510,-1,-540,-452,0,-266,1398,999,-1010,-514
"2025-04-29",43,29256,"A",31433,26357,716,6606,0,18720,0,5,-583,1509,-1,-107,-452,0,-47,1398,999,-551,-514
"2025-04-29",44,28204,"A",30343,25393,703,6606,0,18720,0,5,-704,1509,-1,-104,-452,0,-40,1399,999,-523,-514
"2025-04-29",45,26553,"A",29470,23845,680,6606,0,18720,0,5,-723,1510,-1,-429,-452,0,-338,1398,999,-678,-514
"2025-04-29",46,25053,"A",27994,22466,657,6606,0,18720,0,5,-555,1510,-1,-447,-452,0,-347,1398,996,-675,-514
"2025-04-29",47,23746,"A",25322,21345,664,6606,0,18720,0,5,-475,1508,-1,175,-452,0,87,1399,907,-104,-514
"2025-04-29",48,22316,"A",23795,20042,671,6606,0,18720,0,5,-218,1508,-1,189,-393,0,105,1399,903,-66,-514
"2025-04-30",1,21823,"A",23332,19572,679,6606,0,18720,0,5,-192,1509,-1,2,-362,0,16,1399,993,-127,-514
"2025-04-30",2,21496,"A",23007,19265,687,6606,0,18720,0,5,-151,1509,-1,0,-362,0,14,1399,999,-129,-514
"2025-04-30",3,21303,"A",22733,19116,626,6606,0,18720,0,5,-168,1507,-1,145,-362,0,362,1398,999,-48,-514
"2025-04-30",4,21291,"A",22716,19151,564,6606,0,18720,0,5,-255,1507,-1,154,-362,0,375,1398,999,-43,-514
"2025-04-30",5,21059,"A",22552,18892,540,6606,0,18720,0,5,-360,1508,-1,2,-362,0,285,1398,999,-111,-514
"2025-04-30",6,20557,"A",22060,18464,516,6606,0,18720,0,5,-544,1508,-1,0,-362,0,282,1398,999,-121,-514
"2025-04-30",7,20059,"A",21839,17952,478,6606,0,18720,0,4,-270,1509,-1,-99,-362,0,10,1397,999,-300,-514
"2025-04-30",8,19958,"A",21767,17827,440,6606,0,18720,0,4,-141,1509,-1,-104,-362,0,-1,1397,999,-323,-514
"2025-04-30",9,19568,"A",22520,17509,426,6606,0,18720,0,4,-69,1510,-1,-564,-362,0,-262,1397,999,-745,-514
"2025-04-30",10,19682,"A",22735,17616,412,6606,0,18720,0,4,-87,1510,-1,-632,-362,0,-272,1397,999,-780,-502
"2025-04-30",11,19863,"A",23295,17779,410,6606,0,18720,0,4,-124,1510,-1,-825,-304,0,-362,1397,999,-1026,-410
"2025-04-30",12,20269,"A",23628,18150,407,6606,18,18720,0,4,13,1510,-1,-744,-233,0,-364,1397,999,-1019,-494
"2025-04-30",13,22363,"A",23795,20070,398,6606,380,18720,0,4,3,1510,-1,-3,-182,0,-38,1398,999,-190,-514
"2025-04-30",14,23610,"A",25033,21214,389,6606,1137,18720,0,4,262,1509,-1,0,-297,0,-9,1397,999,-98,-514
"2025-04-30",15,25471,"A",26853,22795,357,6606,2112,18720,0,5,-174,1507,-1,811,-362,0,758,1397,999,888,-514
"2025-04-30",16,25900,"A",27370,23112,324,6606,3312,18720,0,5,-255,1507,-1,1028,-450,0,802,1397,999,966,-514
"2025-04-30",17,25434,"A",26905,22629,277,6606,4579,18720,0,5,-401,1507,-1,1028,-451,0,802,1397,999,983,-514
"2025-04-30",18,24584,"A",26055,21810,229,6606,5957,18720,0,5,-528,1507,-1,1028,-451,0,802,1397,999,985,-514
"2025-04-30",19,24092,"A",25562,21276,206,6606,7256,18720,0,5,-885,1506,-1,1027,-451,0,820,1397,999,988,-513
"2025-04-30",20,23102,"A",24573,20283,183,6606,8558,18720,0,5,-933,1506,-1,1027,-451,0,821,1397,999,988,-514
"2025-04-30",21,21675,"A",23146,18958,191,6606,9727,18720,0,5,-834,1506,-1,1028,-451,0,823,1397,999,990,-514
"2025-04-30",22,20714,"A",22185,18074,198,6606,10665,18720,0,5,-730,1507,-1,1027,-451,0,823,1397,999,991,-514
"2025-04-30",23,20259,"A",21713,17609,212,6606,11568,18720,0,5,-705,1506,-1,1028,-451,0,822,1397,998,992,-497
"2025-04-30",24,20122,"A",21490,17506,225,6606,12217,18720,0,5,-590,1507,-1,1027,-429,0,822,1397,998,991,-433
"2025-04-30",25,20193,"A",21605,17579,243,6606,12688,18720,0,5,-475,1506,-1,1028,-451,0,1013,1397,998,992,-455
"2025-04-30",26,20045,"A",21461,17491,260,6606,12817,18720,0,4,-340,1506,-1,1027,-451,0,1019,1397,997,990,-460
"2025-04-30",27,19820,"A",21347,17290,307,6606,12794,18720,0,61,-280,1506,-1,1027,-451,0,1019,1397,997,990,-514
"2025-04-30",28,19429,"A",20959,16954,354,6606,12523,18720,0,64,-456,1506,-1,1028,-451,0,1019,1397,998,990,-514
"2025-04-30",29,19461,"A",20933,17050,386,6606,12148,18720,0,6,-307,1506,-1,1027,-451,0,1000,1398,998,990,-514
"2025-04-30",30,19706,"A",21177,17463,418,6606,11594,18720,0,4,-265,1506,-1,1027,-452,0,999,1398,998,990,-514
"2025-04-30",31,19727,"A",21198,17553,473,6606,10761,18720,0,4,-207,1506,-1,1027,-452,0,999,1398,997,990,-514
"2025-04-30",32,20471,"A",21941,18225,527,6606,9708,18720,0,4,-79,1506,-1,1027,-451,0,999,1398,997,990,-514
"2025-04-30",33,21697,"A",23168,19421,582,6606,8564,18720,0,4,-69,1506,-1,1028,-452,0,999,1398,997,983,-514
"2025-04-30",34,23370,"A",24840,21057,636,6606,7266,18720,0,4,-25,1506,-1,1009,-451,0,975,1398,997,970,-514
"2025-04-30",35,24620,"A",26091,22276,706,6606,5924,18720,0,4,123,1509,-1,160,-452,0,100,1398,998,487,-514
"2025-04-30",36,26357,"A",27828,23896,776,6606,4621,18720,0,4,247,1509,-1,103,-452,0,37,1399,998,379,-514
"2025-04-30",37,27174,"A",30846,24730,800,6606,3397,18720,0,4,653,1510,-1,-725,-452,0,-557,1398,998,-919,-514
"2025-04-30",38,27872,"A",31875,25440,824,6606,2258,18720,0,4,843,1511,-1,-894,-452,0,-588,1398,998,-1050,-514
"2025-04-30",39,27885,"A",32477,25408,867,6606,1299,18720,0,5,737,1511,-1,-1031,-451,0,-1005,1398,999,-1085,-514
"2025-04-30",40,28114,"A",32717,25696,909,6606,481,18720,0,4,716,1511,-1,-1032,-452,0,-1012,1399,999,-1088,-514
"2025-04-30",41,28383,"A",31878,26029,969,6606,53,18720,0,4,625,1510,-1,-769,-452,0,-358,1399,999,-897,-514
"2025-04-30",42,28413,"A",31822,26137,1029,6606,0,18720,0,4,775,1510,-1,-744,-451,0,-324,1398,998,-871,-514
"2025-04-30",43,28816,"A",31223,26344,1005,6606,0,18720,0,5,330,1510,-1,-372,-452,0,-151,1398,998,-412,-514
"2025-04-30",44,28065,"A",30428,25571,980,6606,0,18720,0,5,340,1509,-1,-357,-452,0,-145,1398,999,-389,-514
"2025-04-30",45,26107,"A",29154,23637,993,6606,0,18720,0,5,125,1509,-1,-577,-451,0,-320,1398,998,-679,-514
"2025-04-30",46,24515,"A",27536,22118,1006,6606,0,18720,0,5,197,1510,-1,-549,-452,0,-326,1399,999,-674,-514
"2025-04-30",47,23660,"A",25203,21441,1016,6606,0,18720,0,5,124,1508,-1,276,-452,0,-71,1398,998,200,-514
"2025-04-30",48,22545,"A",24077,20445,1025,6606,0,18720,0,5,285,1508,-1,300,-451,0,-61,1398,998,255,-514
"2025-05-01",1,21864,"A",23336,19853,1033,6606,0,18720,0,5,334,1508,-1,2,-452,0,83,1399,998,79,-514
"2025-05-01",2,21510,"A",22981,19559,1040,6606,0,18720,0,5,445,1508,-1,0,-451,0,88,1398,998,64,-514
"2025-05-01",3,21298,"A",22869,19389,941,6606,0,18720,0,5,637,1508,-1,-99,-452,0,136,1398,998,0,-514
"2025-05-01",4,21147,"A",22723,19235,841,6606,0,18720,0,5,624,1508,-1,-104,-452,0,137,1399,998,0,-514
"2025-05-01",5,20808,"A",22543,18891,837,6606,0,18720,0,5,722,1509,-1,-124,-451,0,-140,1398,998,0,-514
"2025-05-01",6,20480,"A",22233,18553,833,6606,0,18720,0,4,782,1508,-1,-132,-451,0,-151,1398,998,0,-514
"2025-05-01",7,20035,"A",22174,18141,810,6606,0,18720,0,4,753,1509,-1,-327,-452,0,-294,1398,999,-47,-514
"2025-05-01",8,19828,"A",21991,17918,787,6606,0,18720,0,4,861,1509,-1,-336,-452,0,-300,1398,998,-55,-515
"2025-05-01",9,19627,"A",22147,17768,766,6606,0,18720,0,4,900,1510,-1,-451,-452,0,-480,1397,998,-118,-514
"2025-05-01",10,19681,"A",22204,17791,744,6606,0,18720,0,4,934,1510,-1,-452,-452,0,-487,1397,998,-113,-514
"2025-05-01",11,20100,"A",22404,18170,734,6606,0,18720,0,4,911,1510,-1,-398,-451,0,-436,1397,998,209,-514
"2025-05-01",12,20358,"A",22609,18354,723,6606,26,18720,0,4,837,1510,-1,-381,-452,0,-399,1397,998,251,-514
"2025-05-01",13,22541,"A",24012,20395,670,6606,396,18720,0,4,773,1507,-1,597,-452,0,618,1397,998,940,-514
"2025-05-01",14,23782,"A",25253,21531,616,6606,1143,18720,0,5,681,1507,-1,722,-451,0,692,1397,998,988,-514
"2025-05-01",15,24993,"A",26464,22644,559,6606,2097,18720,0,4,735,1507,-1,1027,-452,0,798,1397,998,988,-514
"2025-05-01",16,25346,"A",26818,22844,502,6606,3198,18720,0,5,468,1507,-1,1027,-452,0,802,1397,999,988,-514
"2025-05-01",17,25331,"A",26802,22796,503,6606,4413,18720,0,5,998,1506,-1,1028,-451,0,993,1397,998,988,-514
"2025-05-01",18,24901,"A",26373,22253,504,6606,5645,18720,0,5,694,1506,-1,1027,-452,0,999,1397,998,988,-514
"2025-05-01",19,24173,"A",25645,21597,566,6606,6931,18720,0,5,550,1506,-1,1027,-452,0,1018,1397,998,988,-514
"2025-05-01",20,23219,"A",24690,20698,627,6606,8092,18720,0,5,606,1506,-1,1027,-451,0,1019,1397,999,988,-514
"2025-05-01",21,22441,"A",23912,19987,658,6606,9120,18720,0,4,839,1506,-1,1027,-452,0,1019,1397,999,988,-514
"2025-05-01",22,21752,"A",23224,19315,689,6606,10021,18720,0,5,1010,1506,-1,1028,-452,0,1019,1397,998,988,-514
"2025-05-01",23,21455,"A",22927,19023,762,6606,10708,18720,0,5,1020,1506,-1,1027,-452,0,1019,1397,998,988,-514
"2025-05-01",24,21298,"A",22770,18927,834,6606,11214,18720,0,5,1004,1506,-1,1028,-452,0,1019,1397,998,988,-514
"2025-05-01",25,20872,"A",22343,18585,885,6606,11576,18720,0,4,840,1506,-1,1028,-452,0,1019,1397,998,988,-514
"2025-05-01",26,20488,"A",21959,18320,935,6606,11857,18720,0,4,1008,1507,-1,1027,-452,0,1019,1397,998,988,-514
"2025-05-01",27,20294,"A",21819,18152,1056,6606,11719,18720,0,59,974,1506,-1,1028,-451,0,1019,1397,998,988,-514
"2025-05-01",28,20338,"A",21869,18230,1176,6606,11501,18720,0,64,1015,1507,-1,1028,-452,0,1019,1397,998,988,-514
"2025-05-01",29,20361,"A",21892,18309,1206,6606,11124,18720,0,64,1147,1507,-1,1028,-452,0,1000,1397,998,988,-514
"2025-05-01",30,20557,"A",22087,18580,1236,6606,10256,18720,0,63,1383,1507,-1,1027,-452,0,999,1397,998,988,-514
"2025-05-01",31,20930,"A",22459,18960,1287,6606,9218,18720,0,63,1835,1507,-1,1027,-451,0,999,1397,998,988,-514
"2025-05-01",32,21869,"A",23374,19930,1337,6606,8109,18720,0,38,1959,1506,-1,1027,-452,0,999,1397,998,988,-514
"2025-05-01",33,23361,"A",24833,21404,1327,6606,6979,18720,0,5,2097,1506,-1,1017,-452,0,996,1397,998,988,-514
"2025-05-01",34,25065,"A",26537,22938,1317,6606,5696,18720,0,5,1682,1506,-1,999,-452,0,967,1397,998,955,-514
"2025-05-01",35,26079,"A",27550,23882,1362,6606,4609,18720,0,5,1568,1509,-1,159,-451,0,15,1397,998,25,-514
"2025-05-01",36,27671,"A",29271,25443,1407,6606,3401,18720,0,5,1513,1510,-1,103,-452,0,-59,1398,999,-68,-515
"2025-05-01",37,28022,"A",31689,25923,1355,6606,2426,18720,0,5,1849,1509,-1,-805,-451,0,-660,1397,999,-730,-515
"2025-05-01",38,28442,"A",32391,26432,1302,6606,1649,18720,0,4,1958,1511,-1,-1017,-452,0,-690,1397,1000,-771,-514
"2025-05-01",39,28854,"A",32711,26807,1234,6606,890,18720,0,4,1812,1511,-1,-1031,-452,0,-753,1398,1000,-602,-514
"2025-05-01",40,28805,"A",32656,26791,1165,6606,352,18720,0,4,1588,1511,-1,-1031,-451,0,-756,1397,999,-594,-514
"2025-05-01",41,28886,"A",32717,26808,1180,6606,46,18720,0,4,1609,1511,-1,-728,-452,0,-884,1398,999,-748,-514
"2025-05-01",42,28761,"A",32558,26752,1194,6606,0,18720,0,4,1524,1511,-1,-696,-452,0,-889,1398,1000,-741,-514
"2025-05-01",43,28755,"A",31533,26631,1209,6606,0,18720,0,5,1201,1511,-1,-400,-451,0,-857,1397,999,-50,-514
"2025-05-01",44,27777,"A",30470,25618,1224,6606,0,18720,0,5,1046,1511,-1,-370,-452,0,-851,1397,999,0,-514
"2025-05-01",45,26462,"A",28677,24318,1194,6606,0,18720,0,5,1078,1510,-1,-396,-451,0,-348,1397,999,30,-514
"2025-05-01",46,25209,"A",27404,23166,1164,6606,0,18720,0,5,1248,1510,-1,-397,-451,0,-327,1397,999,45,-514
"2025-05-01",47,23458,"A",25830,21560,1144,6606,0,18720,0,5,1390,1474,-1,-341,-383,0,-640,1398,1000,351,-502
"2025-05-01",48,22220,"A",24470,20434,1123,6606,0,18720,0,5,1760,1473,-1,-338,-243,0,-652,1398,999,376,-511
"2025-05-02",1,21907,"A",24110,20151,1189,6606,0,18720,0,5,1606,1508,-1,-227,-268,0,-688,1397,999,530,-514
"2025-05-02",2,21325,"A",23439,19588,1254,6606,0,18720,0,5,1748,1510,-1,-220,-185,0,-689,1398,998,536,-514
"2025-05-02",3,20874,"A",22987,19192,1214,6606,0,18720,0,5,1649,1510,-1,-233,-265,0,-595,1397,999,372,-514
"2025-05-02",4,20724,"A",22793,19071,1174,6606,0,18720,0,5,1684,1510,-1,-240,-217,0,-592,1398,1000,366,-514
"2025-05-02",5,20470,"A",22794,18786,1132,6606,0,18720,0,5,1223,1510,-1,-467,-326,0,-511,1398,999,558,-514
"2025-05-02",6,20116,"A",22448,18405,1089,6606,0,18720,0,4,880,1510,-1,-469,-336,0,-508,1398,999,567,-514
"2025-05-02",7,19555,"A",22258,17848,1078,6606,0,18720,0,4,745,1510,-1,-655,-389,0,-640,1398,999,343,-514
"2025-05-02",8,19376,"A",22033,17626,1066,6606,0,18720,0,4,619,1510,-1,-664,-329,0,-645,1397,999,306,-514
"2025-05-02",9,19114,"A",22655,17397,1024,6606,0,18720,0,4,965,1510,-1,-878,-305,0,-910,1397,999,-429,-514
"2025-05-02",10,19099,"A",22726,17366,981,6606,0,18720,0,4,871,1511,-1,-879,-340,0,-920,1397,999,-469,-514
"2025-05-02",11,19379,"A",22592,17690,954,6606,0,18720,0,4,1240,1511,-1,-1029,-213,0,-896,1398,999,-70,-500
"2025-05-02",12,19755,"A",22965,18024,926,6606,22,18720,0,4,1188,1510,-1,-1026,-296,0,-889,1397,999,-20,-474
"2025-05-02",13,21387,"A",23682,19507,814,6606,253,18720,0,5,958,1510,-1,-498,-430,0,-348,1398,999,841,-513
"2025-05-02",14,22454,"A",24687,20464,701,6606,850,18720,0,5,990,1510,-1,-450,-452,0,-311,1397,999,903,-514
"2025-05-02",15,24917,"A",26388,22670,679,6606,1584,18720,0,5,840,1508,-1,735,-451,0,375,1397,999,982,-514
"2025-05-02",16,25368,"A",26839,23009,657,6606,2493,18720,0,5,707,1508,-1,912,-451,0,418,1397,999,987,-514
"2025-05-02",17,25592,"A",27063,23148,679,6606,3620,18720,0,5,681,1506,-1,1025,-451,0,973,1397,999,987,-514
"2025-05-02",18,25069,"A",26541,22619,701,6606,4776,18720,0,5,526,1506,-1,1027,-452,0,999,1397,999,987,-514
"2025-05-02",19,24274,"A",25746,21777,665,6606,5417,18720,0,5,413,1507,-1,1027,-452,0,734,1397,1000,987,-514
"2025-05-02",20,23745,"A",25216,21285,629,6606,6317,18720,0,4,324,1507,-1,1027,-452,0,723,1397,999,987,-514
"2025-05-02",21,23055,"A",24525,20600,626,6606,7351,18720,0,4,288,1507,-1,1027,-451,0,723,1397,999,987,-514
"2025-05-02",22,22333,"A",23804,19950,622,6606,7949,18720,0,4,375,1507,-1,1026,-452,0,723,1397,998,987,-514
"2025-05-02",23,21576,"A",23046,19228,648,6606,9332,18720,0,4,374,1506,-1,1027,-451,0,724,1397,999,987,-514
"2025-05-02",24,20765,"A",22235,18477,674,6606,10860,18720,0,4,464,1507,-1,1019,-451,0,724,1397,998,987,-514
"2025-05-02",25,20040,"A",21512,17745,743,6606,11553,18720,0,5,642,1506,-1,413,-452,0,868,1397,998,987,-514
"2025-05-02",26,19858,"A",21329,17603,812,6606,11766,18720,0,5,919,1506,-1,380,-452,0,873,1397,998,987,-513
"2025-05-02",27,19185,"A",20655,17021,894,6606,11818,18720,0,4,1230,1506,-1,364,-451,0,774,1397,998,987,-514
"2025-05-02",28,18652,"A",20122,16594,975,6606,11519,18720,0,4,1179,1507,-1,372,-451,0,770,1397,998,987,-514
"2025-05-02",29,18719,"A",20246,16708,1036,6606,11036,18720,0,60,1474,1507,-1,993,-452,0,850,1397,998,987,-514
"2025-05-02",30,18934,"A",20464,16913,1097,6606,10542,18720,0,64,1879,1506,-1,1026,-451,0,852,1397,998,987,-514
"2025-05-02",31,18785,"A",20317,16920,1200,6606,9808,18720,0,64,1711,1506,-3,1026,-451,0,994,1397,997,987,-514
"2025-05-02",32,19396,"A",20886,17620,1303,6606,8844,18720,0,63,1761,1506,-4,1026,-416,0,999,1397,997,987,-507
"2025-05-02",33,20168,"A",21594,18455,1333,6606,7850,18720,0,8,2013,1506,-4,863,-401,0,888,1397,997,987,-513
"2025-05-02",34,21522,"A",22996,19645,1362,6606,6672,18720,0,4,1850,1507,-4,843,-452,0,866,1397,997,982,-514
"2025-05-02",35,22644,"A",24118,20675,1256,6606,5370,18720,0,4,1802,1509,-4,217,-452,0,63,1397,998,762,-514
"2025-05-02",36,24272,"A",25757,22227,1150,6606,4205,18720,0,5,1626,1509,22,180,-452,0,-14,1397,998,734,-514
"2025-05-02",37,25252,"A",28326,23293,1124,6606,3030,18720,0,4,1990,1511,930,-647,-451,0,-958,1397,998,259,-514
"2025-05-02",38,26049,"A",29321,24111,1097,6606,2089,18720,0,4,2069,1511,993,-780,-452,0,-1022,1397,998,219,-514
"2025-05-02",39,26481,"A",29734,24502,1120,6606,1223,18720,0,4,2127,1511,993,-970,-452,0,-780,1397,998,-33,-514
"2025-05-02",40,26527,"A",29784,24486,1143,6606,483,18720,0,4,1888,1511,993,-973,-452,0,-771,1397,998,-43,-514
"2025-05-02",41,26519,"A",29483,24460,1182,6606,66,18720,0,4,1546,1511,992,-678,-451,0,-817,1397,998,222,-514
"2025-05-02",42,26404,"A",29339,24347,1221,6606,0,18720,0,4,1276,1511,992,-648,-451,0,-818,1397,999,234,-514
"2025-05-02",43,26465,"A",29008,24332,1256,6606,0,18720,0,4,1097,1510,992,-435,-452,0,-598,1397,999,-40,-514
"2025-05-02",44,25897,"A",28431,23756,1290,6606,0,18720,0,4,1217,1511,992,-417,-452,0,-590,1398,999,-57,-514
"2025-05-02",45,25298,"A",27930,23181,1264,6606,0,18720,0,4,1068,1511,992,-426,-452,0,-736,1398,998,54,-514
"2025-05-02",46,24144,"A",26754,22180,1237,6606,0,18720,0,5,1433,1510,992,-410,-451,0,-730,1397,998,75,-514
"2025-05-02",47,22833,"A",24353,21050,1256,6606,0,18720,0,5,1631,1509,992,248,-452,0,-49,1398,998,511,-514
"2025-05-02",48,21605,"A",23088,19934,1275,6606,0,18720,0,4,1589,1510,992,273,-452,0,-13,1398,998,540,-514
"2025-05-03",1,20940,"A",22409,19320,1231,6606,0,18720,0,5,1822,1510,992,373,-401,0,-49,1398,998,486,-514
"2025-05-03",2,20535,"A",21986,18904,1187,6606,0,18720,0,5,1810,1509,992,379,-381,0,-51,1397,997,486,-514
"2025-05-03",3,20347,"A",21747,18748,1178,6606,0,18720,0,5,2020,1510,992,297,-381,0,13,1398,998,647,-514
"2025-05-03",4,20103,"A",21502,18586,1168,6606,0,18720,0,5,2109,1509,992,293,-381,0,16,1397,997,659,-513
"2025-05-03",5,19656,"A",21139,18199,1202,6606,0,18720,0,5,2280,1510,992,194,-381,0,-83,1397,998,693,-514
"2025-05-03",6,18968,"A",20455,17599,1235,6606,0,18720,0,5,2399,1510,992,192,-381,0,-87,1397,998,703,-514
"2025-05-03",7,18566,"A",20303,17211,1242,6606,0,18720,0,5,2483,1510,992,2,-381,0,-337,1397,998,968,-514
"2025-05-03",8,18312,"A",20058,16959,1248,6606,0,18720,0,5,2531,1510,992,0,-381,0,-347,1397,998,979,-513
"2025-05-03",9,17940,"A",20199,16564,1256,6606,0,18720,0,5,2469,1510,992,-518,-380,0,-342,1397,998,679,-514
"2025-05-03",10,17782,"A",20056,16364,1263,6606,0,18720,0,5,2258,1510,992,-601,-312,0,-342,1397,997,659,-514
"2025-05-03",11,17520,"A",20036,16204,1274,6606,0,18720,0,5,2425,1510,992,-757,-288,0,-452,1397,997,704,-514
"2025-05-03",12,17594,"A",20069,16339,1284,6606,33,18720,0,5,2620,1511,992,-759,-242,0,-455,1397,998,714,-514
"2025-05-03",13,18074,"A",20149,16823,1283,6606,343,18720,0,5,2573,1511,992,-674,-178,0,-204,1397,998,942,-514
"2025-05-03",14,18400,"A",20473,17150,1281,6606,1019,18720,0,5,2452,1510,992,-622,-287,0,-191,1397,997,959,-468
"2025-05-03",15,18798,"A",20240,17551,1386,6606,1921,18720,0,5,2400,1509,992,205,-425,0,254,1397,997,1006,-512
"2025-05-03",16,18743,"A",20199,17504,1490,6606,3018,18720,0,5,2534,1509,992,240,-437,0,280,1397,997,1009,-514
"2025-05-03",17,19353,"A",20822,17971,1570,6606,4181,18720,0,4,2375,1507,992,983,-451,0,877,1397,998,991,-514
"2025-05-03",18,19233,"A",20759,17850,1650,6606,5384,18720,0,61,2378,1506,992,1011,-451,0,906,1397,997,985,-514
"2025-05-03",19,18824,"A",20353,17348,1732,6606,6390,18720,0,64,2354,1507,992,232,-452,0,671,1397,998,868,-513
"2025-05-03",20,18442,"A",19972,16804,1814,6606,7446,18720,0,64,2263,1507,992,182,-452,0,661,1367,998,836,-514
"2025-05-03",21,17523,"A",19067,15945,1971,6606,8154,18720,0,64,2529,1507,992,364,-451,0,293,993,998,-15,-514
"2025-05-03",22,17132,"A",18752,15569,2128,6606,8879,18720,0,64,2435,1509,992,378,-452,0,252,951,998,-90,-514
"2025-05-03",23,16572,"A",19498,15057,2133,6606,9330,18720,0,64,2440,1511,992,443,-452,0,-682,1004,998,-714,-514
"2025-05-03",24,16629,"A",19654,15060,2137,6606,9899,18720,0,64,2245,1511,991,428,-451,0,-745,1009,997,-751,-514
"2025-05-03",25,16779,"A",20277,15116,2158,6606,10004,18720,0,63,2258,1511,947,-551,-451,0,-888,992,979,-531,-514
"2025-05-03",26,16741,"A",20330,15087,2179,6606,9687,18720,0,64,2344,1511,945,-645,-452,0,-894,967,979,-520,-514
"2025-05-03",27,16789,"A",19997,15151,2291,6606,8869,18720,0,63,2282,1511,989,-237,-451,0,-762,681,997,-681,-514
"2025-05-03",28,16495,"A",19677,14845,2403,6606,8682,18720,0,64,2066,1511,992,-216,-436,0,-756,616,999,-696,-514
"2025-05-03",29,16335,"A",19026,14686,2506,6606,8253,18720,0,64,2014,1510,992,322,-381,0,-409,242,998,-829,-508
